unit_order,unit_id,unit_title,source,word_index,seq,jeju,standard,partOfSpeech,eng,soundUrl
4,verbs,움직임 (동사 기초),existing_110,7,6980,무끄다,묶다,verb,Tie,https://www.jeju.go.kr/api/culture/dialect?dialect=6980
4,verbs,움직임 (동사 기초),existing_110,8,6967,메다,매다,verb,Fasten,https://www.jeju.go.kr/api/culture/dialect?dialect=6967
4,verbs,움직임 (동사 기초),existing_110,9,6930,들르다,들다,verb,Lift,https://www.jeju.go.kr/api/culture/dialect?dialect=6930
4,verbs,움직임 (동사 기초),existing_110,10,6919,도왜다,돕다,verb,Help,https://www.jeju.go.kr/api/culture/dialect?dialect=6919
5,adjectives,상태 (형용사 기초),existing_110,1,7157,히다,희다,adjective,White,https://www.jeju.go.kr/api/culture/dialect?dialect=7157
5,adjectives,상태 (형용사 기초),existing_110,2,7329,하다,많다,adjective,Many,https://www.jeju.go.kr/api/culture/dialect?dialect=7329
5,adjectives,상태 (형용사 기초),existing_110,3,7299,지프다,깊다,adjective,Deep,https://www.jeju.go.kr/api/culture/dialect?dialect=7299
5,adjectives,상태 (형용사 기초),existing_110,4,7170,넙다,넓다,adjective,Large,https://www.jeju.go.kr/api/culture/dialect?dialect=7170
5,adjectives,상태 (형용사 기초),existing_110,5,7256,알리다,아프다,adjective,Sick,https://www.jeju.go.kr/api/culture/dialect?dialect=7256
5,adjectives,상태 (형용사 기초),existing_110,6,7288,조랍다,졸리다,adjective,Sleepy,https://www.jeju.go.kr/api/culture/dialect?dialect=7288
5,adjectives,상태 (형용사 기초),existing_110,7,7192,물르다,무르다,adjective,Soft,https://www.jeju.go.kr/api/culture/dialect?dialect=7192
5,adjectives,상태 (형용사 기초),existing_110,8,7279,요망지다,똑똑하다,adjective,Smart,https://www.jeju.go.kr/api/culture/dialect?dialect=7279
5,adjectives,상태 (형용사 기초),existing_110,9,7235,서느럽다,선선하다,adjective,Cool,https://www.jeju.go.kr/api/culture/dialect?dialect=7235
5,adjectives,상태 (형용사 기초),existing_110,10,7296,지껍다,기쁘다,adjective,Delightful,https://www.jeju.go.kr/api/culture/dialect?dialect=7296
6,house_clothes,집과 생활,existing_110,1,3372,초집,초가집,noun,thatched cottage,https://www.jeju.go.kr/api/culture/dialect?dialect=3372
6,house_clothes,집과 생활,existing_110,2,3296,안거리,안채,noun,inner house,https://www.jeju.go.kr/api/culture/dialect?dialect=3296
6,house_clothes,집과 생활,existing_110,3,3356,지엣장,기왓장,noun,tiled roof,https://www.jeju.go.kr/api/culture/dialect?dialect=3356
6,house_clothes,집과 생활,existing_110,4,3373,추년,추녀,noun,protruding corners of Korean eaves,https://www.jeju.go.kr/api/culture/dialect?dialect=3373
6,house_clothes,집과 생활,existing_110,5,3301,알녁거리,앞채,noun,front house,https://www.jeju.go.kr/api/culture/dialect?dialect=3301
6,house_clothes,집과 생활,existing_110,6,6783,우티,웃옷,noun,Upper garment,https://www.jeju.go.kr/api/culture/dialect?dialect=6783
6,house_clothes,집과 생활,existing_110,7,6782,우투,외투,noun,Jacket,https://www.jeju.go.kr/api/culture/dialect?dialect=6782
6,house_clothes,집과 생활,existing_110,8,6780,옷짓,옷깃,noun,Collar,https://www.jeju.go.kr/api/culture/dialect?dialect=6780
6,house_clothes,집과 생활,existing_110,9,807,빈네,비녀,noun,ornamental hairpin,https://www.jeju.go.kr/api/culture/dialect?dialect=807
6,house_clothes,집과 생활,existing_110,10,6786,이불자리,이불요,noun,Bedding,https://www.jeju.go.kr/api/culture/dialect?dialect=6786
7,animals,동물,existing_110,1,1957,강생이,강아지,noun,dog,https://www.jeju.go.kr/api/culture/dialect?dialect=1957
7,animals,동물,existing_110,2,2020,도새기,돼지,noun,pig,https://www.jeju.go.kr/api/culture/dialect?dialect=2020
7,animals,동물,existing_110,3,1969,고냉이,고양이,noun,cat,https://www.jeju.go.kr/api/culture/dialect?dialect=1969
7,animals,동물,existing_110,4,2493,청벌,꿀벌,noun,honey bee,https://www.jeju.go.kr/api/culture/dialect?dialect=2493
7,animals,동물,existing_110,5,2471,불한듸,반디,noun,firefy,https://www.jeju.go.kr/api/culture/dialect?dialect=2471
7,animals,동물,existing_110,6,2468,베록,벼룩,noun,flea,https://www.jeju.go.kr/api/culture/dialect?dialect=2468
7,animals,동물,existing_110,7,2275,물이실,해파리,noun,jellyfish,https://www.jeju.go.kr/api/culture/dialect?dialect=2275
7,animals,동물,existing_110,8,1879,그레기,기러기,noun,goose,https://www.jeju.go.kr/api/culture/dialect?dialect=1879
7,animals,동물,existing_110,9,1987,납,나비,noun,butterfly,https://www.jeju.go.kr/api/culture/dialect?dialect=1987
7,animals,동물,existing_110,10,2452,베염,뱀,noun,snake,https://www.jeju.go.kr/api/culture/dialect?dialect=2452
8,nature_plants,자연과 식물,existing_110,1,3955,신속,쑥,noun,sagebrush,https://www.jeju.go.kr/api/culture/dialect?dialect=3955
8,nature_plants,자연과 식물,existing_110,2,4188,강낭대죽,옥수수,noun,corn,https://www.jeju.go.kr/api/culture/dialect?dialect=4188
8,nature_plants,자연과 식물,existing_110,3,4230,사당대죽,사탕수수,noun,sugar sorguhm,https://www.jeju.go.kr/api/culture/dialect?dialect=4230
8,nature_plants,자연과 식물,existing_110,4,4163,곡석,곡식,noun,crops,https://www.jeju.go.kr/api/culture/dialect?dialect=4163
8,nature_plants,자연과 식물,existing_110,5,4316,드룻마농,달래,noun,wild garlic,https://www.jeju.go.kr/api/culture/dialect?dialect=4316
8,nature_plants,자연과 식물,existing_110,6,4348,짐,김,noun,seawead,https://www.jeju.go.kr/api/culture/dialect?dialect=4348
8,nature_plants,자연과 식물,existing_110,7,4317,들굽,두릅,noun,shoots of a fatsia,https://www.jeju.go.kr/api/culture/dialect?dialect=4317
8,nature_plants,자연과 식물,existing_110,8,3958,베,배,noun,pear,https://www.jeju.go.kr/api/culture/dialect?dialect=3958
8,nature_plants,자연과 식물,existing_110,9,4464,포두,포도,noun,grape,https://www.jeju.go.kr/api/culture/dialect?dialect=4464
8,nature_plants,자연과 식물,existing_110,10,4465,피파,비파,noun,loquat,https://www.jeju.go.kr/api/culture/dialect?dialect=4465
9,farming_sky,농사와 하늘,existing_110,1,1553,물밭,논,noun,field,https://www.jeju.go.kr/api/culture/dialect?dialect=1553
9,farming_sky,농사와 하늘,existing_110,2,1583,조팥,조밭,noun,millet field,https://www.jeju.go.kr/api/culture/dialect?dialect=1583
9,farming_sky,농사와 하늘,existing_110,3,1380,걸름,거름,noun,fertilizer,https://www.jeju.go.kr/api/culture/dialect?dialect=1380
9,farming_sky,농사와 하늘,existing_110,4,1655,밭갊,밭갈이,noun,plowing,https://www.jeju.go.kr/api/culture/dialect?dialect=1655
9,farming_sky,농사와 하늘,existing_110,5,1524,메터,모판,noun,seedbed,https://www.jeju.go.kr/api/culture/dialect?dialect=1524
9,farming_sky,농사와 하늘,existing_110,6,52,언비,찬비,noun,cold rain,https://www.jeju.go.kr/api/culture/dialect?dialect=52
9,farming_sky,농사와 하늘,existing_110,7,42,새벨,샛별,noun,morning star,https://www.jeju.go.kr/api/culture/dialect?dialect=42
9,farming_sky,농사와 하늘,existing_110,8,31,베락,벼락,noun,thunder,https://www.jeju.go.kr/api/culture/dialect?dialect=31
9,farming_sky,농사와 하늘,existing_110,9,266,하늬,북,noun,north,https://www.jeju.go.kr/api/culture/dialect?dialect=266
9,farming_sky,농사와 하늘,existing_110,10,258,앞,남쪽,noun,south,https://www.jeju.go.kr/api/culture/dialect?dialect=258
10,expressions,표현,existing_110,1,7557,무사,왜,adverb,Why,https://www.jeju.go.kr/api/culture/dialect?dialect=7557
10,expressions,표현,existing_110,2,7496,하영,많이,adverb,Much,https://www.jeju.go.kr/api/culture/dialect?dialect=7496
10,expressions,표현,existing_110,3,7564,옵서,오다,interjection,Come,https://www.jeju.go.kr/api/culture/dialect?dialect=7564
10,expressions,표현,existing_110,4,7554,기여,그래,interjection,OK,https://www.jeju.go.kr/api/culture/dialect?dialect=7554
10,expressions,표현,existing_110,5,5707,이디,여기,pronoun,here,https://www.jeju.go.kr/api/culture/dialect?dialect=5707
10,expressions,표현,existing_110,6,5709,저디,저기,pronoun,there,https://www.jeju.go.kr/api/culture/dialect?dialect=5709
10,expressions,표현,existing_110,7,5704,이거,이것,pronoun,this,https://www.jeju.go.kr/api/culture/dialect?dialect=5704
10,expressions,표현,existing_110,8,5696,누게,누구,pronoun,who,https://www.jeju.go.kr/api/culture/dialect?dialect=5696
10,expressions,표현,existing_110,9,5718,싯,셋,number,three,https://www.jeju.go.kr/api/culture/dialect?dialect=5718
10,expressions,표현,existing_110,10,5721,여답,여덟,number,eight,https://www.jeju.go.kr/api/culture/dialect?dialect=5721
11,culture,문화,existing_110,1,6067,허재비,허수아비,noun,a straw-toy,https://www.jeju.go.kr/api/culture/dialect?dialect=6067
11,culture,문화,existing_110,2,1857,코시,고사,noun,service,https://www.jeju.go.kr/api/culture/dialect?dialect=1857
11,culture,문화,existing_110,3,6073,개당,바닷가에 있는 당,noun,a shrine by the seashore,https://www.jeju.go.kr/api/culture/dialect?dialect=6073
11,culture,문화,existing_110,4,3335,정낭,제주식 나무 대문,noun,tree that crosses the garden instead of gate,https://www.jeju.go.kr/api/culture/dialect?dialect=3335
11,culture,문화,existing_110,5,5137,불턱,해녀들의 불 피우는 쉼터,noun,stack of stones for making a fire,https://www.jeju.go.kr/api/culture/dialect?dialect=5137
11,culture,문화,existing_110,6,1862,할망당,여신을 모신 당,noun,temple that worships female god,https://www.jeju.go.kr/api/culture/dialect?dialect=1862
11,culture,문화,existing_110,7,662,새서방,신랑,noun,groom,https://www.jeju.go.kr/api/culture/dialect?dialect=662
11,culture,문화,existing_110,8,7530,새각시,신부,noun,Bride,https://www.jeju.go.kr/api/culture/dialect?dialect=7530
11,culture,문화,existing_110,9,4066,촐,꼴,noun,like something,https://www.jeju.go.kr/api/culture/dialect?dialect=4066
11,culture,문화,existing_110,10,1649,휨,헤엄,noun,swimming,https://www.jeju.go.kr/api/culture/dialect?dialect=1649
12,pronouns,나와 너,expansion_290,1,5697,느,너,pronoun,you,https://www.jeju.go.kr/api/culture/dialect?dialect=5697
12,pronouns,나와 너,expansion_290,2,5694,너내,너희,pronoun,you (plural),https://www.jeju.go.kr/api/culture/dialect?dialect=5694
12,pronouns,나와 너,expansion_290,3,5691,거,그것,pronoun,that,https://www.jeju.go.kr/api/culture/dialect?dialect=5691
12,pronouns,나와 너,expansion_290,4,5708,저거,저것,pronoun,that one,https://www.jeju.go.kr/api/culture/dialect?dialect=5708
12,pronouns,나와 너,expansion_290,5,5701,무스거,무엇,pronoun,what,https://www.jeju.go.kr/api/culture/dialect?dialect=5701
12,pronouns,나와 너,expansion_290,6,7528,무신,무슨,pronoun,what kind of,https://www.jeju.go.kr/api/culture/dialect?dialect=7528
12,pronouns,나와 너,expansion_290,7,5716,선매,얼마,pronoun,how much,https://www.jeju.go.kr/api/culture/dialect?dialect=5716
12,pronouns,나와 너,expansion_290,8,5693,그디,거기,pronoun,there,https://www.jeju.go.kr/api/culture/dialect?dialect=5693
12,pronouns,나와 너,expansion_290,9,5703,요디,요기,pronoun,here (this place),https://www.jeju.go.kr/api/culture/dialect?dialect=5703
12,pronouns,나와 너,expansion_290,10,5714,멧,몇,number,how many,https://www.jeju.go.kr/api/culture/dialect?dialect=5714
13,talk,말 걸기,expansion_290,1,7555,날봅서,여보세요,interjection,hello / hey,https://www.jeju.go.kr/api/culture/dialect?dialect=7555
13,talk,말 걸기,expansion_290,2,7560,양,예,interjection,yes (to an elder),https://www.jeju.go.kr/api/culture/dialect?dialect=7560
13,talk,말 걸기,expansion_290,3,7563,예게,예예,interjection,"yes, yes",https://www.jeju.go.kr/api/culture/dialect?dialect=7563
13,talk,말 걸기,expansion_290,4,7561,어이,여보게,interjection,hey there,https://www.jeju.go.kr/api/culture/dialect?dialect=7561
13,talk,말 걸기,expansion_290,5,7552,겔쎄,글쎄,interjection,well,https://www.jeju.go.kr/api/culture/dialect?dialect=7552
13,talk,말 걸기,expansion_290,6,7551,게메,그러게,interjection,indeed,https://www.jeju.go.kr/api/culture/dialect?dialect=7551
13,talk,말 걸기,expansion_290,7,7550,게,그래,interjection,that's right,https://www.jeju.go.kr/api/culture/dialect?dialect=7550
13,talk,말 걸기,expansion_290,8,7553,그거무사,아뿔싸,interjection,oh no,https://www.jeju.go.kr/api/culture/dialect?dialect=7553
13,talk,말 걸기,expansion_290,9,7466,영판,아주,adverb,very,https://www.jeju.go.kr/api/culture/dialect?dialect=7466
13,talk,말 걸기,expansion_290,10,295,닐,내일,noun,tomorrow,https://www.jeju.go.kr/api/culture/dialect?dialect=295
14,verbs2,움직임 2,expansion_290,1,5916,귿다,걷다,verb,to walk,https://www.jeju.go.kr/api/culture/dialect?dialect=5916
14,verbs2,움직임 2,expansion_290,2,6928,드르쓰다,마시다,verb,to drink,https://www.jeju.go.kr/api/culture/dialect?dialect=6928
14,verbs2,움직임 2,expansion_290,3,7026,불르다,부르다,verb,to call,https://www.jeju.go.kr/api/culture/dialect?dialect=7026
14,verbs2,움직임 2,expansion_290,4,7107,지드리다,기다리다,verb,to wait,https://www.jeju.go.kr/api/culture/dialect?dialect=7107
14,verbs2,움직임 2,expansion_290,5,6977,몰르다,모르다,verb,to not know,https://www.jeju.go.kr/api/culture/dialect?dialect=6977
14,verbs2,움직임 2,expansion_290,6,7087,욜다,열다,verb,to open,https://www.jeju.go.kr/api/culture/dialect?dialect=7087
14,verbs2,움직임 2,expansion_290,7,6969,멘들다,만들다,verb,to make,https://www.jeju.go.kr/api/culture/dialect?dialect=6969
14,verbs2,움직임 2,expansion_290,8,7052,쌉다,싸우다,verb,to fight,https://www.jeju.go.kr/api/culture/dialect?dialect=7052
14,verbs2,움직임 2,expansion_290,9,7130,케다,캐다,verb,to dig up,https://www.jeju.go.kr/api/culture/dialect?dialect=7130
14,verbs2,움직임 2,expansion_290,10,6983,묻치다,묻다,verb,to ask,https://www.jeju.go.kr/api/culture/dialect?dialect=6983
15,adjectives2,상태 2,expansion_290,1,7289,족다,작다,adjective,small,https://www.jeju.go.kr/api/culture/dialect?dialect=7289
15,adjectives2,상태 2,expansion_290,2,7187,멥다,맵다,adjective,spicy,https://www.jeju.go.kr/api/culture/dialect?dialect=7187
15,adjectives2,상태 2,expansion_290,3,7263,얼다,춥다,adjective,cold,https://www.jeju.go.kr/api/culture/dialect?dialect=7263
15,adjectives2,상태 2,expansion_290,4,7165,궂다,나쁘다,adjective,bad,https://www.jeju.go.kr/api/culture/dialect?dialect=7165
15,adjectives2,상태 2,expansion_290,5,7338,훍다,굵다,adjective,thick,https://www.jeju.go.kr/api/culture/dialect?dialect=7338
15,adjectives2,상태 2,expansion_290,6,7297,지접다,뜨겁다,adjective,hot,https://www.jeju.go.kr/api/culture/dialect?dialect=7297
15,adjectives2,상태 2,expansion_290,7,7253,아깝다,귀엽다,adjective,cute,https://www.jeju.go.kr/api/culture/dialect?dialect=7253
15,adjectives2,상태 2,expansion_290,8,7248,실프다,싫다,adjective,dislike,https://www.jeju.go.kr/api/culture/dialect?dialect=7248
15,adjectives2,상태 2,expansion_290,9,7174,달르다,다르다,adjective,different,https://www.jeju.go.kr/api/culture/dialect?dialect=7174
15,adjectives2,상태 2,expansion_290,10,7175,두덥다,두껍다,adjective,thick (in depth),https://www.jeju.go.kr/api/culture/dialect?dialect=7175
16,sea,바다,expansion_290,1,148,바당,바다,noun,sea,https://www.jeju.go.kr/api/culture/dialect?dialect=148
16,sea,바다,expansion_290,2,5009,물질,해녀 잠수,noun,haenyeo diving,https://www.jeju.go.kr/api/culture/dialect?dialect=5009
16,sea,바다,expansion_290,3,2254,구제기,소라,noun,turban shell,https://www.jeju.go.kr/api/culture/dialect?dialect=2254
16,sea,바다,expansion_290,4,2253,구살,성게,noun,sea urchin,https://www.jeju.go.kr/api/culture/dialect?dialect=2253
16,sea,바다,expansion_290,5,2347,겡이,게,noun,crab,https://www.jeju.go.kr/api/culture/dialect?dialect=2347
16,sea,바다,expansion_290,6,2393,새위,새우,noun,shrimp,https://www.jeju.go.kr/api/culture/dialect?dialect=2393
16,sea,바다,expansion_290,7,2300,오징에,오징어,noun,squid,https://www.jeju.go.kr/api/culture/dialect?dialect=2300
16,sea,바다,expansion_290,8,2405,자리,자돔,noun,damselfish,https://www.jeju.go.kr/api/culture/dialect?dialect=2405
16,sea,바다,expansion_290,9,2394,셍성,옥돔,noun,tilefish,https://www.jeju.go.kr/api/culture/dialect?dialect=2394
16,sea,바다,expansion_290,10,81,개맡,포구,noun,port,https://www.jeju.go.kr/api/culture/dialect?dialect=81
17,weather,날씨,expansion_290,1,71,헤,해,noun,sun,https://www.jeju.go.kr/api/culture/dialect?dialect=71
17,weather,날씨,expansion_290,2,32,벨,별,noun,star,https://www.jeju.go.kr/api/culture/dialect?dialect=32
17,weather,날씨,expansion_290,3,6,노대,태풍,noun,typhoon,https://www.jeju.go.kr/api/culture/dialect?dialect=6
17,weather,날씨,expansion_290,4,61,줌벙이,가랑비,noun,drizzle,https://www.jeju.go.kr/api/culture/dialect?dialect=61
17,weather,날씨,expansion_290,5,48,쐬내기,소나기,noun,shower,https://www.jeju.go.kr/api/culture/dialect?dialect=48
17,weather,날씨,expansion_290,6,53,으남,안개,noun,fog,https://www.jeju.go.kr/api/culture/dialect?dialect=53
17,weather,날씨,expansion_290,7,41,상고지,무지개,noun,rainbow,https://www.jeju.go.kr/api/culture/dialect?dialect=41
17,weather,날씨,expansion_290,8,64,펀개,번개,noun,lightning,https://www.jeju.go.kr/api/culture/dialect?dialect=64
17,weather,날씨,expansion_290,9,36,빗주제,갑작비,noun,sudden rain,https://www.jeju.go.kr/api/culture/dialect?dialect=36
17,weather,날씨,expansion_290,10,19,동곳,고드름,noun,icicle,https://www.jeju.go.kr/api/culture/dialect?dialect=19
18,people2,사람과 가족 2,expansion_290,1,537,사름,사람,noun,person,https://www.jeju.go.kr/api/culture/dialect?dialect=537
18,people2,사람과 가족 2,expansion_290,2,502,메누리,며느리,noun,daughter-in-law,https://www.jeju.go.kr/api/culture/dialect?dialect=502
18,people2,사람과 가족 2,expansion_290,3,693,씨어멍,시어머니,noun,mother-in-law,https://www.jeju.go.kr/api/culture/dialect?dialect=693
18,people2,사람과 가족 2,expansion_290,4,692,씨아방,시아버지,noun,father-in-law,https://www.jeju.go.kr/api/culture/dialect?dialect=692
18,people2,사람과 가족 2,expansion_290,5,681,손지,손자,noun,grandson,https://www.jeju.go.kr/api/culture/dialect?dialect=681
18,people2,사람과 가족 2,expansion_290,6,646,부미,부모,noun,parents,https://www.jeju.go.kr/api/culture/dialect?dialect=646
18,people2,사람과 가족 2,expansion_290,7,664,성제,형제,noun,siblings,https://www.jeju.go.kr/api/culture/dialect?dialect=664
18,people2,사람과 가족 2,expansion_290,8,424,나그네,손님,noun,guest,https://www.jeju.go.kr/api/culture/dialect?dialect=424
18,people2,사람과 가족 2,expansion_290,9,725,예식,딸,noun,daughter,https://www.jeju.go.kr/api/culture/dialect?dialect=725
18,people2,사람과 가족 2,expansion_290,10,628,물애기,갓난아이,noun,infant,https://www.jeju.go.kr/api/culture/dialect?dialect=628
19,food2,밥상 2,expansion_290,1,3423,괴기,고기,noun,meat,https://www.jeju.go.kr/api/culture/dialect?dialect=3423
19,food2,밥상 2,expansion_290,2,3536,짐끼,김치,noun,kimchi,https://www.jeju.go.kr/api/culture/dialect?dialect=3536
19,food2,밥상 2,expansion_290,3,4345,지슬,감자,noun,potato,https://www.jeju.go.kr/api/culture/dialect?dialect=4345
19,food2,밥상 2,expansion_290,4,3473,물장,간장,noun,soy sauce,https://www.jeju.go.kr/api/culture/dialect?dialect=3473
19,food2,밥상 2,expansion_290,5,4607,지름,기름,noun,oil,https://www.jeju.go.kr/api/culture/dialect?dialect=4607
19,food2,밥상 2,expansion_290,6,6761,쉰다리,단술,noun,Jeju sweet rice drink,https://www.jeju.go.kr/api/culture/dialect?dialect=6761
19,food2,밥상 2,expansion_290,7,3449,된술,막걸리,noun,makgeolli,https://www.jeju.go.kr/api/culture/dialect?dialect=3449
19,food2,밥상 2,expansion_290,8,6763,식게,식혜,noun,sweet rice punch,https://www.jeju.go.kr/api/culture/dialect?dialect=6763
19,food2,밥상 2,expansion_290,9,6756,수에,순대,noun,sundae,https://www.jeju.go.kr/api/culture/dialect?dialect=6756
19,food2,밥상 2,expansion_290,10,3425,군것,간식,noun,snack,https://www.jeju.go.kr/api/culture/dialect?dialect=3425
20,land,집과 땅,expansion_290,1,3310,올래,집 가는 길,noun,path to the house,https://www.jeju.go.kr/api/culture/dialect?dialect=3310
20,land,집과 땅,expansion_290,2,215,질,길,noun,road,https://www.jeju.go.kr/api/culture/dialect?dialect=215
20,land,집과 땅,expansion_290,3,958,구덕,바구니,noun,basket,https://www.jeju.go.kr/api/culture/dialect?dialect=958
20,land,집과 땅,expansion_290,4,4004,자왈,덤불 숲,noun,shrub forest,https://www.jeju.go.kr/api/culture/dialect?dialect=4004
20,land,집과 땅,expansion_290,5,2560,남,나무,noun,tree,https://www.jeju.go.kr/api/culture/dialect?dialect=2560
20,land,집과 땅,expansion_290,6,4089,쿨,풀,noun,grass,https://www.jeju.go.kr/api/culture/dialect?dialect=4089
20,land,집과 땅,expansion_290,7,4370,고장,꽃,noun,flower,https://www.jeju.go.kr/api/culture/dialect?dialect=4370
20,land,집과 땅,expansion_290,8,108,따,땅,noun,land,https://www.jeju.go.kr/api/culture/dialect?dialect=108
20,land,집과 땅,expansion_290,9,4484,모살,모래,noun,sand,https://www.jeju.go.kr/api/culture/dialect?dialect=4484
20,land,집과 땅,expansion_290,10,6692,돌하르방,돌하르방,noun,stone grandfather statue,https://www.jeju.go.kr/api/culture/dialect?dialect=6692
21,verbs3,움직임 3,expansion_290,1,5827,께다,깨다,verb,to wake up,https://www.jeju.go.kr/api/culture/dialect?dialect=5827
21,verbs3,움직임 3,expansion_290,2,5830,께우다,깨우다,verb,to wake someone,https://www.jeju.go.kr/api/culture/dialect?dialect=5830
21,verbs3,움직임 3,expansion_290,3,6881,날르다,나르다,verb,to carry,https://www.jeju.go.kr/api/culture/dialect?dialect=6881
21,verbs3,움직임 3,expansion_290,4,6879,나무래다,나무라다,verb,to scold,https://www.jeju.go.kr/api/culture/dialect?dialect=6879
21,verbs3,움직임 3,expansion_290,5,6886,냉기다,남기다,verb,to leave behind,https://www.jeju.go.kr/api/culture/dialect?dialect=6886
21,verbs3,움직임 3,expansion_290,6,6884,내앋다,내놓다,verb,to put out,https://www.jeju.go.kr/api/culture/dialect?dialect=6884
21,verbs3,움직임 3,expansion_290,7,6883,내불다,내버리다,verb,to throw away,https://www.jeju.go.kr/api/culture/dialect?dialect=6883
21,verbs3,움직임 3,expansion_290,8,6891,넹기다,넘기다,verb,to pass over,https://www.jeju.go.kr/api/culture/dialect?dialect=6891
21,verbs3,움직임 3,expansion_290,9,7079,어우러지다,넘어지다,verb,to fall down,https://www.jeju.go.kr/api/culture/dialect?dialect=7079
